Date (LT),NowCast Conc.,AQI,AQI Category,Raw Conc.,QC Name
2018-01-01 01:00:00,68.9,158,Unhealthy,69.2,Valid
2018-01-01 02:00:00,72.2,160,Unhealthy,75.5,Valid
2018-01-01 03:00:00,81.2,164,Unhealthy,90.2,Valid
2018-01-01 04:00:00,89.4,169,Unhealthy,97.6,Valid
2018-01-01 05:00:00,89.2,168,Unhealthy,89.1,Valid
2018-01-01 06:00:00,90.6,169,Unhealthy,92.0,Valid
2018-01-01 07:00:00,91.4,170,Unhealthy,92.5,Valid
2018-01-01 08:00:00,98.4,173,Unhealthy,108.8,Valid
2018-01-01 09:00:00,101.6,175,Unhealthy,106.0,Valid
2018-01-01 10:00:00,103.7,176,Unhealthy,106.6,Valid
2018-01-01 11:00:00,101.0,174,Unhealthy,98.0,Valid
2018-01-01 12:00:00,100.2,174,Unhealthy,98.7,Valid
2018-01-01 13:00:00,97.2,173,Unhealthy,90.7,Valid
2018-01-01 14:00:00,94.4,171,Unhealthy,83.7,Valid
2018-01-01 15:00:00,88.9,168,Unhealthy,77.7,Valid
2018-01-01 16:00:00,82.1,165,Unhealthy,71.8,Valid
2018-01-01 17:00:00,76.7,162,Unhealthy,69.0,Valid
2018-01-01 18:00:00,74.4,161,Unhealthy,70.6,Valid
2018-01-01 19:00:00,79.6,163,Unhealthy,88.5,Valid
2018-01-01 20:00:00,87.9,168,Unhealthy,103.0,Valid
2018-01-01 21:00:00,94.0,171,Unhealthy,105.2,Valid
2018-01-01 22:00:00,101.8,175,Unhealthy,112.5,Valid
2018-01-01 23:00:00,115.1,182,Unhealthy,127.7,Valid
2018-01-02 00:00:00,118.5,184,Unhealthy,122.4,Valid
2018-01-02 01:00:00,127.5,188,Unhealthy,135.9,Valid
2018-01-02 02:00:00,130.2,190,Unhealthy,133.0,Valid
2018-01-02 03:00:00,132.1,191,Unhealthy,134.1,Valid
2018-01-02 04:00:00,136.0,193,Unhealthy,139.9,Valid
2018-01-02 05:00:00,178.7,229,Very Unhealthy,221.3,Valid
2018-01-02 06:00:00,175.3,226,Very Unhealthy,171.9,Valid
2018-01-02 07:00:00,158.0,208,Very Unhealthy,140.6,Valid
2018-01-02 08:00:00,145.2,197,Unhealthy,132.4,Valid
2018-01-02 09:00:00,145.5,197,Unhealthy,145.4,Valid
2018-01-02 10:00:00,139.2,194,Unhealthy,130.5,Valid
2018-01-02 11:00:00,130.7,190,Unhealthy,120.7,Valid
2018-01-02 12:00:00,148.7,199,Unhealthy,170.4,Valid
2018-01-02 13:00:00,163.9,214,Very Unhealthy,182.1,Valid
2018-01-02 14:00:00,174.1,224,Very Unhealthy,186.3,Valid
2018-01-02 15:00:00,184.1,234,Very Unhealthy,196.0,Valid
2018-01-02 16:00:00,190.1,240,Very Unhealthy,197.2,Valid
2018-01-02 17:00:00,183.2,233,Very Unhealthy,177.0,Valid
2018-01-02 18:00:00,181.0,231,Very Unhealthy,177.4,Valid
2018-01-02 19:00:00,174.0,224,Very Unhealthy,162.8,Valid
2018-01-02 20:00:00,168.5,219,Very Unhealthy,159.8,Valid
2018-01-02 21:00:00,163.4,214,Very Unhealthy,155.4,Valid
2018-01-02 22:00:00,154.0,204,Very Unhealthy,139.0,Valid
2018-01-02 23:00:00,135.6,192,Unhealthy,113.0,Valid
2018-01-03 00:00:00,126.4,188,Unhealthy,114.1,Valid
2018-01-03 01:00:00,122.7,186,Unhealthy,117.8,Valid
2018-01-03 02:00:00,117.9,183,Unhealthy,111.9,Valid
2018-01-03 03:00:00,114.9,182,Unhealthy,111.4,Valid
2018-01-03 04:00:00,118.9,184,Unhealthy,122.9,Valid
2018-01-03 05:00:00,120.2,184,Unhealthy,122.6,Valid
2018-01-03 06:00:00,127.4,188,Unhealthy,142.3,Valid
2018-01-03 07:00:00,134.3,192,Unhealthy,150.9,Valid
2018-01-03 08:00:00,137.9,194,Unhealthy,148.9,Valid
2018-01-03 09:00:00,139.6,194,Unhealthy,146.8,Valid
2018-01-03 10:00:00,140.2,195,Unhealthy,141.9,Valid
2018-01-03 11:00:00,132.2,191,Unhealthy,109.9,Valid
2018-01-03 12:00:00,105.6,177,Unhealthy,80.2,Valid
2018-01-03 13:00:00,81.1,164,Unhealthy,58.6,Valid
2018-01-03 14:00:00,65.3,156,Unhealthy,49.4,Valid
2018-01-03 15:00:00,50.3,137,Unhealthy for Sensitive Groups,35.4,Valid
2018-01-03 16:00:00,49.5,135,Unhealthy for Sensitive Groups,48.6,Valid
2018-01-03 17:00:00,44.8,124,Unhealthy for Sensitive Groups,40.2,Valid
2018-01-03 18:00:00,46.9,129,Unhealthy for Sensitive Groups,49.0,Valid
2018-01-03 19:00:00,63.0,155,Unhealthy,79.2,Valid
2018-01-03 20:00:00,73.8,160,Unhealthy,84.6,Valid
2018-01-03 21:00:00,74.3,161,Unhealthy,74.8,Valid
2018-01-03 22:00:00,72.6,160,Unhealthy,70.8,Valid
2018-01-03 23:00:00,70.2,159,Unhealthy,67.7,Valid
2018-01-04 00:00:00,66.6,157,Unhealthy,63.0,Valid
2018-01-04 01:00:00,78.9,163,Unhealthy,91.2,Valid
2018-01-04 02:00:00,74.2,161,Unhealthy,69.5,Valid
2018-01-04 03:00:00,79.4,163,Unhealthy,84.6,Valid
2018-01-04 04:00:00,77.7,162,Unhealthy,76.0,Valid
2018-01-04 05:00:00,77.6,162,Unhealthy,77.6,Valid
2018-01-04 06:00:00,74.4,161,Unhealthy,68.0,Valid
2018-01-04 07:00:00,72.4,160,Unhealthy,68.2,Valid
2018-01-04 08:00:00,72.9,160,Unhealthy,74.1,Valid
2018-01-04 09:00:00,74.1,161,Unhealthy,76.7,Valid
2018-01-04 10:00:00,72.9,160,Unhealthy,70.3,Valid
2018-01-04 11:00:00,74.8,161,Unhealthy,79.1,Valid
2018-01-04 12:00:00,77.0,162,Unhealthy,83.1,Valid
2018-01-04 13:00:00,79.0,163,Unhealthy,87.2,Valid
2018-01-04 14:00:00,83.8,166,Unhealthy,93.7,Valid
2018-01-04 15:00:00,84.4,166,Unhealthy,86.0,Valid
2018-01-04 17:00:00,81.4,164,Unhealthy,75.5,Valid
2018-01-04 18:00:00,74.7,161,Unhealthy,63.8,Valid
2018-01-04 20:00:00,74.8,161,Unhealthy,74.0,Invalid
2018-01-04 21:00:00,74.8,161,Unhealthy,74.0,Invalid
2018-01-04 22:00:00,74.8,161,Unhealthy,74.0,Invalid
2018-01-04 23:00:00,-999.0,-999,,74.0,Invalid
2018-01-05 00:00:00,-999.0,-999,,74.0,Invalid
2018-01-05 01:00:00,-999.0,-999,,74.0,Invalid
2018-01-05 02:00:00,-999.0,-999,,74.0,Invalid
2018-01-05 03:00:00,-999.0,-999,,74.0,Invalid
2018-01-05 04:00:00,-999.0,-999,,74.0,Invalid
2018-01-05 05:00:00,-999.0,-999,,74.0,Invalid
2018-01-05 06:00:00,-999.0,-999,,74.0,Invalid
2018-01-05 07:00:00,-999.0,-999,,74.0,Invalid
2018-01-05 08:00:00,-999.0,-999,,74.0,Invalid
2018-01-05 09:00:00,-999.0,-999,,74.0,Invalid
2018-01-05 10:00:00,-999.0,-999,,74.5,Valid
2018-01-05 11:00:00,81.8,165,Unhealthy,88.1,Valid
2018-01-05 12:00:00,85.2,166,Unhealthy,90.2,Valid
2018-01-05 13:00:00,80.1,164,Unhealthy,70.0,Valid
2018-01-05 14:00:00,77.6,162,Unhealthy,72.3,Valid
2018-01-05 15:00:00,78.4,163,Unhealthy,80.2,Valid
2018-01-05 16:00:00,71.6,159,Unhealthy,59.9,Valid
2018-01-05 17:00:00,66.8,157,Unhealthy,58.8,Valid
2018-01-05 18:00:00,60.3,153,Unhealthy,53.0,Valid
2018-01-05 19:00:00,42.3,118,Unhealthy for Sensitive Groups,26.2,Valid
2018-01-05 20:00:00,38.4,108,Unhealthy for Sensitive Groups,34.5,Valid
2018-01-05 21:00:00,43.6,121,Unhealthy for Sensitive Groups,48.9,Valid
2018-01-05 22:00:00,45.9,127,Unhealthy for Sensitive Groups,48.2,Valid
2018-01-05 23:00:00,50.6,138,Unhealthy for Sensitive Groups,55.2,Valid
2018-01-06 00:00:00,56.4,151,Unhealthy,62.3,Valid
2018-01-06 01:00:00,49.4,135,Unhealthy for Sensitive Groups,42.4,Valid
2018-01-06 02:00:00,38.9,109,Unhealthy for Sensitive Groups,28.4,Valid
2018-01-06 03:00:00,39.8,112,Unhealthy for Sensitive Groups,40.6,Valid
2018-01-06 04:00:00,35.7,101,Unhealthy for Sensitive Groups,31.7,Valid
2018-01-06 05:00:00,30.4,89,Moderate,25.1,Valid
2018-01-06 06:00:00,30.3,89,Moderate,30.1,Valid
2018-01-06 07:00:00,32.2,93,Moderate,34.2,Valid
2018-01-06 08:00:00,37.2,105,Unhealthy for Sensitive Groups,42.1,Valid
2018-01-06 09:00:00,42.1,117,Unhealthy for Sensitive Groups,47.0,Valid
2018-01-06 11:00:00,41.2,115,Unhealthy for Sensitive Groups,40.7,Valid
2018-01-06 12:00:00,37.8,107,Unhealthy for Sensitive Groups,35.0,Valid
2018-01-06 13:00:00,36.4,103,Unhealthy for Sensitive Groups,35.0,Valid
2018-01-06 14:00:00,35.7,101,Unhealthy for Sensitive Groups,35.0,Valid
2018-01-06 15:00:00,36.4,103,Unhealthy for Sensitive Groups,37.2,Valid
2018-01-06 16:00:00,39.5,111,Unhealthy for Sensitive Groups,43.1,Valid
2018-01-06 17:00:00,41.9,117,Unhealthy for Sensitive Groups,46.8,Valid
2018-01-06 18:00:00,41.6,116,Unhealthy for Sensitive Groups,43.1,Valid
2018-01-06 19:00:00,43.6,121,Unhealthy for Sensitive Groups,48.2,Valid
2018-01-06 20:00:00,48.7,134,Unhealthy for Sensitive Groups,55.6,Valid
2018-01-06 21:00:00,61.8,154,Unhealthy,73.0,Valid
2018-01-06 22:00:00,67.3,157,Unhealthy,72.8,Valid
2018-01-06 23:00:00,67.9,157,Unhealthy,68.5,Valid
2018-01-07 00:00:00,62.0,154,Unhealthy,56.2,Valid
2018-01-07 01:00:00,62.0,154,Unhealthy,62.1,Valid
2018-01-07 02:00:00,63.7,155,Unhealthy,65.3,Valid
2018-01-07 03:00:00,68.2,158,Unhealthy,74.6,Valid
2018-01-07 04:00:00,66.4,157,Unhealthy,64.0,Valid
2018-01-07 05:00:00,66.1,156,Unhealthy,65.5,Valid
2018-01-07 06:00:00,61.9,154,Unhealthy,54.3,Valid
2018-01-07 07:00:00,63.4,155,Unhealthy,65.0,Valid
2018-01-07 08:00:00,64.1,155,Unhealthy,65.6,Valid
2018-01-07 09:00:00,61.4,154,Unhealthy,54.7,Valid
2018-01-07 10:00:00,55.9,151,Unhealthy,47.7,Valid
2018-01-07 11:00:00,47.9,132,Unhealthy for Sensitive Groups,40.5,Valid
2018-01-07 12:00:00,51.6,141,Unhealthy for Sensitive Groups,56.0,Valid
2018-01-07 13:00:00,54.6,148,Unhealthy for Sensitive Groups,58.1,Valid
2018-01-07 14:00:00,58.4,152,Unhealthy,63.0,Valid
2018-01-07 15:00:00,59.6,153,Unhealthy,62.8,Valid
2018-01-07 16:00:00,59.4,153,Unhealthy,59.0,Valid
2018-01-07 17:00:00,59.6,153,Unhealthy,60.0,Valid
2018-01-09 13:00:00,-999.0,-999,,32.8,Valid
2018-01-09 14:00:00,30.6,90,Moderate,28.8,Valid
2018-01-09 15:00:00,41.9,117,Unhealthy for Sensitive Groups,52.0,Valid
2018-01-09 16:00:00,46.7,129,Unhealthy for Sensitive Groups,51.6,Valid
2018-01-09 17:00:00,44.5,123,Unhealthy for Sensitive Groups,42.1,Valid
2018-01-09 18:00:00,44.9,124,Unhealthy for Sensitive Groups,45.4,Valid
2018-01-09 19:00:00,38.7,109,Unhealthy for Sensitive Groups,31.2,Valid
2018-01-09 20:00:00,38.4,108,Unhealthy for Sensitive Groups,37.9,Valid
2018-01-09 21:00:00,38.0,107,Unhealthy for Sensitive Groups,37.5,Valid
2018-01-09 22:00:00,45.4,125,Unhealthy for Sensitive Groups,53.9,Valid
2018-01-09 23:00:00,48.5,133,Unhealthy for Sensitive Groups,52.1,Valid
2018-01-10 00:00:00,52.7,143,Unhealthy for Sensitive Groups,56.7,Valid
2018-01-10 01:00:00,65.4,156,Unhealthy,77.9,Valid
2018-01-10 02:00:00,57.2,152,Unhealthy,49.0,Valid
2018-01-10 03:00:00,54.2,147,Unhealthy for Sensitive Groups,51.2,Valid
2018-01-10 04:00:00,55.2,150,Unhealthy for Sensitive Groups,56.2,Valid
2018-01-10 05:00:00,45.1,125,Unhealthy for Sensitive Groups,35.0,Valid
2018-01-10 06:00:00,41.1,115,Unhealthy for Sensitive Groups,37.2,Valid
2018-01-10 07:00:00,42.1,117,Unhealthy for Sensitive Groups,43.1,Valid
2018-01-10 08:00:00,44.8,124,Unhealthy for Sensitive Groups,47.5,Valid
2018-01-10 09:00:00,40.6,114,Unhealthy for Sensitive Groups,36.3,Valid
2018-01-10 10:00:00,43.1,120,Unhealthy for Sensitive Groups,45.6,Valid
2018-01-10 11:00:00,39.9,112,Unhealthy for Sensitive Groups,36.6,Valid
2018-01-10 12:00:00,33.9,97,Moderate,27.9,Valid
2018-01-10 13:00:00,29.9,88,Moderate,26.0,Valid
2018-01-10 14:00:00,28.0,84,Moderate,26.1,Valid
2018-01-10 15:00:00,28.9,86,Moderate,29.8,Valid
2018-01-10 16:00:00,28.2,85,Moderate,27.1,Valid
2018-01-10 17:00:00,29.0,87,Moderate,30.0,Valid
2018-01-10 18:00:00,30.4,89,Moderate,32.2,Valid
2018-01-10 19:00:00,33.9,97,Moderate,38.1,Valid
2018-01-10 20:00:00,37.0,105,Unhealthy for Sensitive Groups,41.3,Valid
2018-01-10 21:00:00,44.0,122,Unhealthy for Sensitive Groups,50.7,Valid
2018-01-10 22:00:00,44.0,122,Unhealthy for Sensitive Groups,43.9,Valid
2018-01-10 23:00:00,43.5,121,Unhealthy for Sensitive Groups,43.0,Valid
2018-01-11 00:00:00,45.3,125,Unhealthy for Sensitive Groups,47.1,Valid
2018-01-11 01:00:00,76.2,162,Unhealthy,107.0,Valid
2018-01-11 02:00:00,63.9,155,Unhealthy,51.6,Valid
2018-01-11 03:00:00,52.8,144,Unhealthy for Sensitive Groups,41.8,Valid
2018-01-11 04:00:00,44.9,124,Unhealthy for Sensitive Groups,36.9,Valid
2018-01-11 05:00:00,40.0,112,Unhealthy for Sensitive Groups,35.2,Valid
2018-01-11 06:00:00,41.2,115,Unhealthy for Sensitive Groups,42.3,Valid
2018-01-11 07:00:00,47.0,129,Unhealthy for Sensitive Groups,52.8,Valid
2018-01-11 08:00:00,62.1,154,Unhealthy,77.3,Valid
2018-01-11 09:00:00,74.7,161,Unhealthy,87.3,Valid
2018-01-11 10:00:00,85.5,166,Unhealthy,96.3,Valid
2018-01-11 11:00:00,81.2,164,Unhealthy,77.0,Valid
2018-01-11 12:00:00,64.8,156,Unhealthy,48.3,Valid
2018-01-11 13:00:00,47.3,130,Unhealthy for Sensitive Groups,29.9,Valid
2018-01-11 14:00:00,37.6,106,Unhealthy for Sensitive Groups,27.8,Valid
2018-01-11 15:00:00,31.3,91,Moderate,25.1,Valid
2018-01-11 16:00:00,29.7,88,Moderate,28.1,Valid
2018-01-11 17:00:00,30.8,90,Moderate,31.9,Valid
2018-01-11 18:00:00,30.8,90,Moderate,30.7,Valid
2018-01-11 19:00:00,41.9,117,Unhealthy for Sensitive Groups,53.0,Valid
2018-01-11 20:00:00,48.6,133,Unhealthy for Sensitive Groups,55.2,Valid
2018-01-11 21:00:00,55.7,151,Unhealthy,62.8,Valid
2018-01-11 22:00:00,57.9,152,Unhealthy,60.1,Valid
2018-01-11 23:00:00,61.6,154,Unhealthy,65.3,Valid
2018-01-12 00:00:00,68.8,158,Unhealthy,76.0,Valid
2018-01-12 01:00:00,87.1,167,Unhealthy,105.3,Valid
2018-01-12 02:00:00,86.8,167,Unhealthy,86.6,Valid
2018-01-12 03:00:00,81.5,164,Unhealthy,76.2,Valid
2018-01-12 04:00:00,82.0,165,Unhealthy,82.5,Valid
2018-01-12 05:00:00,75.2,161,Unhealthy,68.4,Valid
2018-01-12 06:00:00,64.9,156,Unhealthy,54.3,Valid
2018-01-12 07:00:00,64.8,156,Unhealthy,64.4,Valid
2018-01-12 08:00:00,56.5,152,Unhealthy,48.4,Valid
2018-01-12 09:00:00,58.2,152,Unhealthy,59.9,Valid
2018-01-12 10:00:00,58.5,153,Unhealthy,58.7,Valid
2018-01-12 11:00:00,55.6,151,Unhealthy,52.6,Valid
2018-01-12 12:00:00,49.7,136,Unhealthy for Sensitive Groups,43.8,Valid
2018-01-12 13:00:00,44.8,124,Unhealthy for Sensitive Groups,39.9,Valid
2018-01-12 14:00:00,41.7,116,Unhealthy for Sensitive Groups,38.6,Valid
2018-01-12 15:00:00,35.9,102,Unhealthy for Sensitive Groups,30.1,Valid
2018-01-12 16:00:00,34.9,99,Moderate,33.9,Valid
2018-01-12 17:00:00,33.9,97,Moderate,32.9,Valid
2018-01-12 18:00:00,33.3,96,Moderate,32.7,Valid
2018-01-12 19:00:00,43.5,121,Unhealthy for Sensitive Groups,53.9,Valid
2018-01-12 20:00:00,62.1,154,Unhealthy,80.6,Valid
2018-01-12 21:00:00,81.2,164,Unhealthy,100.3,Valid
2018-01-12 22:00:00,95.4,172,Unhealthy,109.7,Valid
2018-01-12 23:00:00,98.9,173,Unhealthy,102.4,Valid
2018-01-13 00:00:00,107.6,178,Unhealthy,116.2,Valid
2018-01-13 01:00:00,115.6,182,Unhealthy,123.7,Valid
2018-01-13 02:00:00,115.5,182,Unhealthy,115.4,Valid
2018-01-13 03:00:00,107.7,178,Unhealthy,99.8,Valid
2018-01-13 04:00:00,103.1,176,Unhealthy,98.6,Valid
2018-01-13 05:00:00,124.4,187,Unhealthy,145.6,Valid
2018-01-13 06:00:00,144.7,197,Unhealthy,164.9,Valid
2018-01-13 07:00:00,154.9,205,Very Unhealthy,165.0,Valid
2018-01-13 08:00:00,172.1,222,Very Unhealthy,191.2,Valid
2018-01-13 09:00:00,128.4,189,Unhealthy,83.7,Valid
2018-01-13 10:00:00,102.3,175,Unhealthy,76.2,Valid
2018-01-13 11:00:00,78.0,163,Unhealthy,53.7,Valid
2018-01-13 12:00:00,57.9,152,Unhealthy,38.0,Valid
2018-01-13 14:00:00,49.3,135,Unhealthy for Sensitive Groups,45.0,Valid
2018-01-13 15:00:00,49.1,134,Unhealthy for Sensitive Groups,49.0,Valid
2018-01-13 16:00:00,49.0,134,Unhealthy for Sensitive Groups,49.0,Valid
2018-01-13 17:00:00,49.5,135,Unhealthy for Sensitive Groups,50.0,Valid
2018-01-13 18:00:00,49.9,136,Unhealthy for Sensitive Groups,50.2,Valid
2018-01-13 19:00:00,58.5,153,Unhealthy,67.0,Valid
2018-01-13 20:00:00,64.2,155,Unhealthy,69.9,Valid
2018-01-13 21:00:00,65.2,156,Unhealthy,66.2,Valid
2018-01-13 22:00:00,72.7,160,Unhealthy,80.3,Valid
2018-01-13 23:00:00,85.9,167,Unhealthy,99.1,Valid
2018-01-14 00:00:00,95.3,172,Unhealthy,104.7,Valid
2018-01-14 01:00:00,92.2,170,Unhealthy,89.2,Valid
2018-01-14 02:00:00,97.5,173,Unhealthy,102.8,Valid
2018-01-14 03:00:00,96.4,172,Unhealthy,95.3,Valid
2018-01-14 04:00:00,106.3,177,Unhealthy,116.1,Valid
2018-01-14 05:00:00,115.2,182,Unhealthy,124.1,Valid
2018-01-14 06:00:00,125.0,187,Unhealthy,134.8,Valid
2018-01-14 07:00:00,127.0,188,Unhealthy,129.0,Valid
2018-01-14 08:00:00,128.8,189,Unhealthy,130.5,Valid
2018-01-14 09:00:00,144.7,197,Unhealthy,160.6,Valid
2018-01-14 10:00:00,142.6,196,Unhealthy,142.8,Valid
2018-01-14 11:00:00,138.7,194,Unhealthy,133.7,Valid
2018-01-14 12:00:00,128.9,189,Unhealthy,116.8,Valid
2018-01-14 13:00:00,120.8,185,Unhealthy,107.9,Valid
2018-01-14 14:00:00,114.8,182,Unhealthy,105.9,Valid
2018-01-14 15:00:00,112.2,180,Unhealthy,104.0,Valid
2018-01-14 16:00:00,110.2,179,Unhealthy,106.6,Valid
2018-01-14 17:00:00,98.3,173,Unhealthy,87.1,Valid
2018-01-14 18:00:00,96.0,172,Unhealthy,93.2,Valid
2018-01-14 19:00:00,100.6,174,Unhealthy,106.1,Valid
2018-01-14 20:00:00,106.7,177,Unhealthy,114.0,Valid
2018-01-14 21:00:00,109.8,179,Unhealthy,116.0,Valid
2018-01-14 22:00:00,112.5,180,Unhealthy,118.9,Valid
2018-01-14 23:00:00,111.7,180,Unhealthy,114.2,Valid
2018-01-15 00:00:00,119.2,184,Unhealthy,131.4,Valid
2018-01-15 01:00:00,137.3,193,Unhealthy,156.6,Valid
2018-01-15 02:00:00,137.6,193,Unhealthy,137.9,Valid
2018-01-15 03:00:00,135.5,192,Unhealthy,132.9,Valid
2018-01-15 04:00:00,133.5,191,Unhealthy,131.0,Valid
2018-01-15 05:00:00,134.9,192,Unhealthy,136.8,Valid
2018-01-15 06:00:00,158.9,209,Very Unhealthy,189.2,Valid
2018-01-15 07:00:00,179.4,230,Very Unhealthy,204.8,Valid
2018-01-15 08:00:00,187.2,237,Very Unhealthy,197.1,Valid
2018-01-15 09:00:00,170.8,221,Very Unhealthy,150.1,Valid
2018-01-15 10:00:00,164.7,215,Very Unhealthy,157.0,Valid
2018-01-15 11:00:00,163.0,213,Very Unhealthy,158.1,Valid
2018-01-15 12:00:00,164.6,215,Very Unhealthy,167.2,Valid
2018-01-15 13:00:00,148.6,199,Unhealthy,124.2,Valid
2018-01-15 14:00:00,145.7,198,Unhealthy,141.3,Valid
2018-01-15 15:00:00,151.4,202,Very Unhealthy,160.0,Valid
2018-01-15 16:00:00,155.6,206,Very Unhealthy,162.0,Valid
2018-01-15 17:00:00,130.7,190,Unhealthy,104.0,Valid
2018-01-15 18:00:00,119.1,184,Unhealthy,107.2,Valid
2018-01-15 19:00:00,91.9,170,Unhealthy,65.0,Valid
2018-01-15 20:00:00,80.4,164,Unhealthy,68.9,Valid
2018-01-15 21:00:00,74.0,161,Unhealthy,67.7,Valid
2018-01-15 22:00:00,64.4,156,Unhealthy,54.8,Valid
2018-01-15 23:00:00,54.6,148,Unhealthy for Sensitive Groups,44.9,Valid
2018-01-16 00:00:00,48.7,134,Unhealthy for Sensitive Groups,42.9,Valid
2018-01-16 01:00:00,43.3,120,Unhealthy for Sensitive Groups,37.8,Valid
2018-01-16 02:00:00,36.2,103,Unhealthy for Sensitive Groups,29.2,Valid
2018-01-16 03:00:00,38.5,108,Unhealthy for Sensitive Groups,40.8,Valid
2018-01-16 04:00:00,35.7,101,Unhealthy for Sensitive Groups,33.0,Valid
2018-01-16 05:00:00,35.9,102,Unhealthy for Sensitive Groups,36.1,Valid
2018-01-16 06:00:00,41.6,116,Unhealthy for Sensitive Groups,47.3,Valid
2018-01-16 07:00:00,111.5,180,Unhealthy,181.4,Valid
2018-01-16 08:00:00,130.7,190,Unhealthy,149.9,Valid
2018-01-16 09:00:00,138.1,194,Unhealthy,145.4,Valid
2018-01-16 10:00:00,126.5,188,Unhealthy,114.9,Valid
2018-01-16 11:00:00,119.0,184,Unhealthy,111.6,Valid
2018-01-16 12:00:00,110.0,179,Unhealthy,101.0,Valid
2018-01-16 13:00:00,105.7,177,Unhealthy,101.3,Valid
2018-01-16 14:00:00,108.3,178,Unhealthy,111.0,Valid
2018-01-16 15:00:00,110.7,180,Unhealthy,113.0,Valid
2018-01-16 16:00:00,113.3,181,Unhealthy,115.9,Valid
2018-01-16 17:00:00,113.6,181,Unhealthy,114.0,Valid
2018-01-16 18:00:00,114.4,181,Unhealthy,115.6,Valid
2018-01-16 19:00:00,126.1,187,Unhealthy,150.4,Valid
2018-01-16 20:00:00,124.5,187,Unhealthy,121.4,Valid
2018-01-16 21:00:00,131.2,190,Unhealthy,144.9,Valid
2018-01-16 22:00:00,125.8,187,Unhealthy,114.7,Valid
2018-01-16 23:00:00,139.2,194,Unhealthy,161.1,Valid
2018-01-17 00:00:00,153.4,204,Very Unhealthy,171.9,Valid
2018-01-17 01:00:00,156.7,207,Very Unhealthy,167.9,Valid
2018-01-17 02:00:00,159.0,209,Very Unhealthy,164.1,Valid
2018-01-17 03:00:00,162.4,213,Very Unhealthy,169.0,Valid
2018-01-17 04:00:00,165.1,215,Very Unhealthy,170.2,Valid
2018-01-17 05:00:00,159.8,210,Very Unhealthy,149.0,Valid
2018-01-17 06:00:00,156.3,207,Very Unhealthy,149.1,Valid
2018-01-17 07:00:00,155.4,206,Very Unhealthy,153.5,Valid
2018-01-17 08:00:00,160.0,210,Very Unhealthy,169.0,Valid
2018-01-17 09:00:00,162.8,213,Very Unhealthy,168.3,Valid
2018-01-17 10:00:00,160.5,211,Very Unhealthy,150.9,Valid
2018-01-17 11:00:00,163.2,214,Very Unhealthy,176.7,Valid
2018-01-17 12:00:00,164.0,214,Very Unhealthy,168.9,Valid
2018-01-17 13:00:00,164.6,215,Very Unhealthy,167.5,Valid
2018-01-17 14:00:00,162.8,213,Very Unhealthy,154.7,Valid
2018-01-17 15:00:00,159.5,210,Very Unhealthy,146.1,Valid
2018-01-17 16:00:00,145.0,197,Unhealthy,119.7,Valid
2018-01-17 17:00:00,130.8,190,Unhealthy,111.0,Valid
2018-01-17 18:00:00,103.8,176,Unhealthy,83.8,Valid
2018-01-17 19:00:00,91.9,170,Unhealthy,80.0,Valid
2018-01-17 20:00:00,86.8,167,Unhealthy,81.7,Valid
2018-01-17 21:00:00,79.7,163,Unhealthy,72.7,Valid
2018-01-17 22:00:00,71.8,159,Unhealthy,64.0,Valid
2018-01-17 23:00:00,68.1,158,Unhealthy,64.4,Valid
2018-01-18 00:00:00,72.2,160,Unhealthy,76.3,Valid
2018-01-18 01:00:00,83.2,165,Unhealthy,94.3,Valid
2018-01-18 02:00:00,78.7,163,Unhealthy,74.3,Valid
2018-01-18 03:00:00,81.5,164,Unhealthy,84.9,Valid
2018-01-18 04:00:00,81.5,164,Unhealthy,81.9,Valid
2018-01-18 05:00:00,80.7,164,Unhealthy,80.7,Valid
2018-01-18 06:00:00,89.8,169,Unhealthy,103.9,Valid
2018-01-18 07:00:00,110.5,179,Unhealthy,128.5,Valid
2018-01-18 08:00:00,97.9,173,Unhealthy,85.4,Valid
2018-01-18 09:00:00,98.0,173,Unhealthy,98.1,Valid
2018-01-18 10:00:00,100.5,174,Unhealthy,103.0,Valid
2018-01-18 11:00:00,101.4,175,Unhealthy,103.1,Valid
2018-01-18 12:00:00,104.1,176,Unhealthy,107.8,Valid
2018-01-18 13:00:00,103.7,176,Unhealthy,103.3,Valid
2018-01-18 14:00:00,95.7,172,Unhealthy,82.6,Valid
2018-01-18 15:00:00,85.2,166,Unhealthy,72.9,Valid
2018-01-18 16:00:00,78.6,163,Unhealthy,71.0,Valid
2018-01-18 18:00:00,64.5,156,Unhealthy,58.3,Valid
2018-01-18 19:00:00,66.9,157,Unhealthy,67.7,Valid
2018-01-18 20:00:00,63.5,155,Unhealthy,60.0,Valid
2018-01-18 21:00:00,62.8,155,Unhealthy,62.1,Valid
2018-01-18 22:00:00,63.9,155,Unhealthy,65.1,Valid
2018-01-18 23:00:00,66.8,157,Unhealthy,70.2,Valid
2018-01-19 00:00:00,71.2,159,Unhealthy,77.1,Valid
2018-01-19 01:00:00,73.9,161,Unhealthy,83.6,Valid
2018-01-19 02:00:00,74.0,161,Unhealthy,74.1,Valid
2018-01-19 03:00:00,75.6,161,Unhealthy,79.3,Valid
2018-01-19 04:00:00,81.0,164,Unhealthy,89.7,Valid
2018-01-19 05:00:00,96.8,172,Unhealthy,111.5,Valid
