DATE,WND,CIG,VIS,TMP,DEW,SLP,GA1,GF1
2018-01-01T00:00:00,"140,1,N,0010,1","01250,1,9,9","004000,1,9,9","+0157,1","+0145,1","10189,1","02,1,+00450,1,08,1","08,99,1,02,1,99,9,00450,1,99,9,99,9"
2018-01-01T03:00:00,"140,1,N,0010,1","01250,1,9,9","010000,1,9,9","+0177,1","+0133,1","10202,1","02,1,+00450,1,08,1","08,99,1,02,1,99,9,00450,1,99,9,99,9"
2018-01-01T06:00:00,"090,1,N,0010,1","01250,1,9,9","010000,1,9,9","+0196,1","+0140,1","10174,1","02,1,+00450,1,08,1","07,99,1,02,1,99,9,00450,1,99,9,99,9"
2018-01-01T09:00:00,"140,1,N,0010,1","01250,1,9,9","010000,1,9,9","+0192,1","+0143,1","10164,1","03,1,+00450,1,08,1","08,99,1,03,1,99,9,00450,1,99,9,99,9"
2018-01-01T12:00:00,"360,1,N,0000,1","01250,1,9,9","010000,1,9,9","+0187,1","+0153,1","10178,1","03,1,+00450,1,08,1","08,99,1,03,1,99,9,00450,1,99,9,99,9"
2018-01-01T15:00:00,"360,1,N,0000,1","01250,1,9,9","010000,1,9,9","+0182,1","+0161,1","10185,1","03,1,+00450,1,08,1","08,99,1,03,1,99,9,00450,1,99,9,99,9"
2018-01-01T18:00:00,"360,1,N,0000,1","01250,1,9,9","010000,1,9,9","+0177,1","+0159,1","10181,1","03,1,+00450,1,08,1","08,99,1,03,1,99,9,00450,1,99,9,99,9"
2018-01-01T21:00:00,"360,1,N,0000,1","01250,1,C,9","010000,1,9,9","+0180,1","+0153,1","10163,1","05,1,+00450,1,08,1","08,99,1,05,1,99,9,00450,1,99,9,99,9"
2018-01-02T00:00:00,"999,9,C,9999,9","99999,9,9,N","010000,1,9,9","+0178,1","+0161,1","10169,1","03,1,+00450,1,08,1","08,99,1,03,1,99,9,00450,1,99,9,99,9"
2018-01-02T03:00:00,"360,1,N,0000,1","02750,1,C,9","004000,1,9,9","+0186,1","+0155,1","10183,1","06,1,+00450,1,07,1","08,99,1,06,1,99,9,00450,1,99,9,99,9"
2018-01-02T06:00:00,"360,1,N,0000,1","02750,1,C,9","004000,1,9,9","+0182,1","+0171,1","10160,1","06,1,+00450,1,07,1","08,99,1,06,1,99,9,00450,1,99,9,99,9"
2018-01-02T09:00:00,"360,1,N,0000,1","01250,1,C,9","004000,1,9,9","+0182,1","+0171,1","10153,1","06,1,+00450,1,08,1","08,99,1,06,1,99,9,00450,1,99,9,99,9"
2018-01-02T12:00:00,"360,1,N,0000,1","01250,1,9,9","002000,1,9,9","+0180,1","+0173,1","10167,1","04,1,+00450,1,08,1","08,99,1,04,1,99,9,00450,1,99,9,99,9"
2018-01-02T15:00:00,"360,1,N,0000,1","01250,1,C,9","002000,1,9,9","+0177,1","+0171,1","10182,1","06,1,+00450,1,07,1","08,99,1,06,1,99,9,00450,1,99,9,99,9"
2018-01-02T18:00:00,"360,1,N,0000,1","01250,1,9,9","001000,1,9,9","+0177,1","+0169,1","10175,1","01,1,+00450,1,08,1","08,99,1,01,1,99,9,00450,1,99,9,99,9"
2018-01-02T21:00:00,"360,1,N,0000,1","01250,1,9,9","002000,1,9,9","+0177,1","+0169,1","10160,1","02,1,+00450,1,08,1","08,99,1,02,1,99,9,00450,1,99,9,99,9"
2018-01-03T00:00:00,"320,1,N,0010,1","01250,1,9,9","001000,1,9,9","+0182,1","+0173,1","10172,1","02,1,+00450,1,08,1","08,99,1,02,1,99,9,00450,1,99,9,99,9"
2018-01-03T03:00:00,"090,1,N,0010,1","01250,1,9,9","004000,1,9,9","+0197,1","+0176,1","10187,1","02,1,+00450,1,08,1","08,99,1,02,1,99,9,00450,1,99,9,99,9"
2018-01-03T06:00:00,"160,1,N,0020,1","01250,1,C,9","004000,1,9,9","+0217,1","+0178,1","10156,1","05,1,+00450,1,08,1","08,99,1,05,1,99,9,00450,1,99,9,99,9"
2018-01-03T09:00:00,"090,1,N,0020,1","99999,9,9,N","010000,1,9,9","+0216,1","+0187,1","10140,1","05,1,+00450,1,08,1","08,99,1,05,1,99,9,00450,1,99,9,99,9"
2018-01-03T12:00:00,"160,1,N,0020,1","01250,1,C,9","010000,1,9,9","+0200,1","+0190,1","10155,1","06,1,+00450,1,08,1","08,99,1,06,1,99,9,00450,1,99,9,99,9"
2018-01-03T15:00:00,"360,1,N,0000,1","01250,1,C,9","010000,1,9,9","+0202,1","+0189,1","10172,1","08,1,+01250,1,06,1","08,99,1,08,1,99,9,01250,1,99,9,99,9"
2018-01-03T18:00:00,"999,9,C,9999,9","99999,9,9,N","010000,1,9,9","+0192,1","+0184,1","10154,1","03,1,+00450,1,08,1","08,99,1,03,1,99,9,00450,1,99,9,99,9"
2018-01-03T21:00:00,"360,1,N,0000,1","02750,1,C,9","004000,1,9,9","+0192,1","+0185,1","10143,1","06,1,+00450,1,07,1","08,99,1,06,1,99,9,00450,1,99,9,99,9"
2018-01-04T00:00:00,"360,1,N,0000,1","02750,1,C,9","004000,1,9,9","+0190,1","+0181,1","10149,1","06,1,+00450,1,07,1","08,99,1,06,1,99,9,00450,1,99,9,99,9"
2018-01-04T03:00:00,"360,1,N,0000,1","02750,1,C,9","004000,1,9,9","+0195,1","+0188,1","10164,1","06,1,+00450,1,07,1","08,99,1,06,1,99,9,00450,1,99,9,99,9"
2018-01-04T06:00:00,"360,1,N,0000,1","01250,1,C,9","010000,1,9,9","+0202,1","+0188,1","10137,1","05,1,+00450,1,08,1","08,99,1,05,1,99,9,00450,1,99,9,99,9"
2018-01-04T09:00:00,"140,1,N,0010,1","01250,1,9,9","010000,1,9,9","+0212,1","+0194,1","10125,1","03,1,+00450,1,08,1","08,99,1,03,1,99,9,00450,1,99,9,99,9"
2018-01-04T12:00:00,"140,1,N,0010,1","01250,1,9,9","010000,1,9,9","+0210,1","+0191,1","10133,1","02,1,+00450,1,08,1","08,99,1,02,1,99,9,00450,1,99,9,99,9"
2018-01-04T15:00:00,"360,1,N,0000,1","02750,1,C,9","004000,1,9,9","+0202,1","+0195,1","10145,1","06,1,+00450,1,07,1","08,99,1,06,1,99,9,00450,1,99,9,99,9"
2018-01-04T18:00:00,"360,1,N,0000,1","02750,1,C,9","004000,1,9,9","+0197,1","+0191,1","10140,1","06,1,+00450,1,07,1","08,99,1,06,1,99,9,00450,1,99,9,99,9"
2018-01-04T21:00:00,"140,1,N,0020,1","01250,1,9,9","010000,1,9,9","+0197,1","+0189,1","10126,1","02,1,+00450,1,08,1","08,99,1,02,1,99,9,00450,1,99,9,99,9"
2018-01-05T00:00:00,"140,1,N,0010,1","01250,1,C,9","010000,1,9,9","+0197,1","+0188,1","10134,1","05,1,+00450,1,08,1","08,99,1,05,1,99,9,00450,1,99,9,99,9"
2018-01-05T03:00:00,"140,1,N,0010,1","02750,1,C,9","004000,1,9,9","+0201,1","+0193,1","10152,1","06,1,+00450,1,07,1","08,99,1,06,1,99,9,00450,1,99,9,99,9"
2018-01-05T06:00:00,"140,1,N,0020,1","01250,1,C,9","010000,1,9,9","+0212,1","+0196,1","10126,1","05,1,+00450,1,08,1","08,99,1,05,1,99,9,00450,1,99,9,99,9"
2018-01-05T09:00:00,"140,1,N,0020,1","99999,9,9,N","010000,1,9,9","+0218,1","+0199,1","10114,1","06,1,+00450,1,08,1","08,99,1,06,1,99,9,00450,1,99,9,99,9"
2018-01-05T12:00:00,"140,1,N,0030,1","01250,1,9,9","010000,1,9,9","+0212,1","+0196,1","10123,1","03,1,+00450,1,08,1","08,99,1,03,1,99,9,00450,1,99,9,99,9"
2018-01-05T15:00:00,"140,1,N,0020,1","01250,1,9,9","010000,1,9,9","+0202,1","+0190,1","10133,1","02,1,+00450,1,08,1","08,99,1,02,1,99,9,00450,1,99,9,99,9"
2018-01-05T18:00:00,"140,1,N,0020,1","01250,1,C,9","010000,1,9,9","+0197,1","+0188,1","10125,1","08,1,+01250,1,06,1","08,99,1,08,1,99,9,01250,1,99,9,99,9"
2018-01-05T21:00:00,"140,1,N,0030,1","01250,1,C,9","010000,1,9,9","+0192,1","+0183,1","10107,1","06,1,+00450,1,08,1","08,99,1,06,1,99,9,00450,1,99,9,99,9"
2018-01-06T00:00:00,"160,1,N,0030,1","01250,1,C,9","010000,1,9,9","+0191,1","+0179,1","10121,1","06,1,+00450,1,08,1","08,99,1,06,1,99,9,00450,1,99,9,99,9"
2018-01-06T03:00:00,"140,1,N,0030,1","01250,1,C,9","010000,1,9,9","+0201,1","+0183,1","10134,1","05,1,+00450,1,08,1","08,99,1,05,1,99,9,00450,1,99,9,99,9"
2018-01-06T06:00:00,"140,1,N,0020,1","01250,1,9,9","010000,1,9,9","+0210,1","+0189,1","10108,1","03,1,+00450,1,08,1","08,99,1,03,1,99,9,00450,1,99,9,99,9"
2018-01-06T09:00:00,"140,1,N,0020,1","01250,1,9,9","010000,1,9,9","+0216,1","+0190,1","10096,1","03,1,+00450,1,08,1","08,99,1,03,1,99,9,00450,1,99,9,99,9"
2018-01-06T12:00:00,"140,1,N,0030,1","01250,1,9,9","010000,1,9,9","+0206,1","+0190,1","10107,1","02,1,+00450,1,08,1","08,99,1,02,1,99,9,00450,1,99,9,99,9"
2018-01-06T15:00:00,"140,1,N,0020,1","01250,1,C,9","010000,1,9,9","+0200,1","+0187,1","10118,1","05,1,+00450,1,08,1","08,99,1,05,1,99,9,00450,1,99,9,99,9"
2018-01-06T18:00:00,"140,1,N,0020,1","01250,1,9,9","010000,1,9,9","+0197,1","+0182,1","10115,1","03,1,+00450,1,08,1","08,99,1,03,1,99,9,00450,1,99,9,99,9"
2018-01-06T21:00:00,"140,1,N,0030,1","99999,9,9,N","010000,1,9,9","+0193,1","+0180,1","10104,1","08,1,+01250,1,06,1","08,99,1,08,1,99,9,01250,1,99,9,99,9"
2018-01-07T00:00:00,"140,1,N,0020,1","01250,1,9,9","004000,1,9,9","+0192,1","+0185,1","10112,1","03,1,+00450,1,08,1","08,99,1,03,1,99,9,00450,1,99,9,99,9"
2018-01-07T03:00:00,"140,1,N,0030,1","01250,1,C,9","004000,1,9,9","+0205,1","+0190,1","10125,1","05,1,+00450,1,08,1","08,99,1,05,1,99,9,00450,1,99,9,99,9"
2018-01-07T06:00:00,"140,1,N,0030,1","99999,9,9,N","010000,1,9,9","+0214,1","+0195,1","10097,1","03,1,+00450,1,08,1","08,99,1,03,1,99,9,00450,1,99,9,99,9"
2018-01-07T09:00:00,"090,1,N,0020,1","01250,1,9,9","010000,1,9,9","+0220,1","+0199,1","10082,1","03,1,+00450,1,08,1","08,99,1,03,1,99,9,00450,1,99,9,99,9"
2018-01-07T12:00:00,"090,1,N,0020,1","02750,1,C,9","010000,1,9,9","+0207,1","+0200,1","10093,1","06,1,+00450,1,07,1","08,99,1,06,1,99,9,00450,1,99,9,99,9"
2018-01-07T15:00:00,"140,1,N,0030,1","99999,9,9,N","004000,1,9,9","+0204,1","+0194,1","10103,1","06,1,+00450,1,07,1","08,99,1,06,1,99,9,00450,1,99,9,99,9"
2018-01-07T18:00:00,"090,1,N,0030,1","01250,1,C,9","010000,1,9,9","+0205,1","+0194,1","10100,1","05,1,+00450,1,08,1","08,99,1,05,1,99,9,00450,1,99,9,99,9"
2018-01-07T21:00:00,"140,1,N,0020,1","01250,1,9,9","010000,1,9,9","+0200,1","+0190,1","10093,1","03,1,+00450,1,08,1","08,99,1,03,1,99,9,00450,1,99,9,99,9"
2018-01-08T00:00:00,"140,1,N,0020,1","01250,1,C,9","004000,1,9,9","+0206,1","+0198,1","10107,1","05,1,+00450,1,08,1","08,99,1,05,1,99,9,00450,1,99,9,99,9"
2018-01-08T03:00:00,"050,1,N,0010,1","01250,1,C,9","004000,1,9,9","+0216,1","+0208,1","10134,1","05,1,+00450,1,07,1","08,99,1,05,1,99,9,00450,1,99,9,99,9"
2018-01-08T06:00:00,"050,1,N,0030,1","01250,1,C,9","010000,1,9,9","+0171,1","+0148,1","10130,1","05,1,+00450,1,08,1","08,99,1,05,1,99,9,00450,1,99,9,99,9"
2018-01-08T09:00:00,"020,1,N,0030,1","01250,1,C,9","010000,1,9,9","+0150,1","+0106,1","10157,1","05,1,+00450,1,08,1","08,99,1,05,1,99,9,00450,1,99,9,99,9"
2018-01-08T12:00:00,"020,1,N,0040,1","01250,1,9,9","010000,1,9,9","+0137,1","+0065,1","10197,1","03,1,+00450,1,08,1","08,99,1,03,1,99,9,00450,1,99,9,99,9"
2018-01-08T15:00:00,"360,1,N,0030,1","01250,1,9,9","010000,1,9,9","+0127,1","+0047,1","10231,1","03,1,+00450,1,08,1","08,99,1,03,1,99,9,00450,1,99,9,99,9"
2018-01-08T18:00:00,"360,1,N,0040,1","01250,1,9,9","010000,1,9,9","+0125,1","+0031,1","10243,1","03,1,+00450,1,08,1","08,99,1,03,1,99,9,00450,1,99,9,99,9"
2018-01-08T21:00:00,"340,1,N,0030,1","01250,1,C,9","010000,1,9,9","+0107,1","+0061,1","10240,1","05,1,+00450,1,08,1","08,99,1,05,1,99,9,00450,1,99,9,99,9"
2018-01-09T00:00:00,"360,1,N,0030,1","01250,1,C,9","010000,1,9,9","+0100,1","+0072,1","10263,1","05,1,+00450,1,08,1","08,99,1,05,1,99,9,00450,1,99,9,99,9"
2018-01-09T03:00:00,"270,1,N,0020,1","02750,1,C,9","010000,1,9,9","+0097,1","+0074,1","10282,1","06,1,+00450,1,08,1","08,99,1,06,1,99,9,00450,1,99,9,99,9"
2018-01-09T06:00:00,"360,1,N,0010,1","01250,1,9,9","010000,1,9,9","+0122,1","+0060,1","10244,1","02,1,+00450,1,08,1","08,99,1,02,1,99,9,00450,1,99,9,99,9"
2018-01-09T09:00:00,"270,1,N,0020,1","99999,9,9,N","010000,1,9,9","+0134,1","+0067,1","10225,1","02,1,+00450,1,08,1","08,99,1,02,1,99,9,00450,1,99,9,99,9"
2018-01-09T12:00:00,"270,1,N,0010,1","01250,1,9,9","010000,1,9,9","+0130,1","+0074,1","10240,1","02,1,+00450,1,08,1","08,99,1,02,1,99,9,00450,1,99,9,99,9"
2018-01-09T15:00:00,"360,1,N,0020,1","01250,1,9,9","010000,1,9,9","+0130,1","+0056,1","10257,1","03,1,+00450,1,08,1","08,99,1,03,1,99,9,00450,1,99,9,99,9"
2018-01-09T18:00:00,"320,1,N,0010,1","01250,1,9,9","010000,1,9,9","+0122,1","+0054,1","10263,1","03,1,+00450,1,08,1","08,99,1,03,1,99,9,00450,1,99,9,99,9"
2018-01-09T21:00:00,"320,1,N,0010,1","01250,1,C,9","010000,1,9,9","+0122,1","+0056,1","10261,1","05,1,+00450,1,08,1","08,99,1,05,1,99,9,00450,1,99,9,99,9"
2018-01-10T00:00:00,"360,1,N,0000,1","01250,1,9,9","010000,1,9,9","+0122,1","+0061,1","10282,1","02,1,+00450,1,08,1","08,99,1,02,1,99,9,00450,1,99,9,99,9"
2018-01-10T03:00:00,"340,1,N,0020,1","01250,1,C,9","010000,1,9,9","+0145,1","+0041,1","10295,1","06,1,+00450,1,08,1","08,99,1,06,1,99,9,00450,1,99,9,99,9"
2018-01-10T06:00:00,"340,1,N,0020,1","01250,1,9,9","010000,1,9,9","+0155,1","+0025,1","10260,1","02,1,+00450,1,08,1","08,99,1,02,1,99,9,00450,1,99,9,99,9"
2018-01-10T09:00:00,"020,1,N,0020,1","01250,1,9,9","010000,1,9,9","+0157,1","+0042,1","10245,1","02,1,+00450,1,08,1","07,99,1,02,1,99,9,00450,1,99,9,99,9"
2018-01-10T12:00:00,"340,1,N,0020,1","01250,1,9,9","010000,1,9,9","+0147,1","+0034,1","10253,1","02,1,+00450,1,08,1","08,99,1,02,1,99,9,00450,1,99,9,99,9"
2018-01-10T15:00:00,"340,1,N,0010,1","01250,1,C,9","010000,1,9,9","+0137,1","+0052,1","10270,1","05,1,+00450,1,08,1","08,99,1,05,1,99,9,00450,1,99,9,99,9"
2018-01-10T18:00:00,"020,1,N,0010,1","01250,1,C,9","010000,1,9,9","+0135,1","+0046,1","10270,1","06,1,+00450,1,08,1","08,99,1,06,1,99,9,00450,1,99,9,99,9"
2018-01-10T21:00:00,"360,1,N,0000,1","01250,1,C,9","010000,1,9,9","+0130,1","+0073,1","10262,1","06,1,+00450,1,08,1","08,99,1,06,1,99,9,00450,1,99,9,99,9"
2018-01-11T00:00:00,"250,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0125,1","+0080,1","10278,1","03,1,+00450,1,08,1","08,99,1,03,1,99,9,00450,1,99,9,99,9"
2018-01-11T03:00:00,"360,1,N,0030,1","01250,1,C,9","010000,1,9,9","+0152,1","+0076,1","10290,1","07,1,+01250,1,06,1","07,99,1,07,1,99,9,01250,1,99,9,99,9"
2018-01-11T06:00:00,"360,1,N,0020,1","01250,1,C,9","010000,1,9,9","+0165,1","+0008,1","10257,1","07,1,+01250,1,06,1","07,99,1,07,1,99,9,01250,1,99,9,99,9"
2018-01-11T09:00:00,"360,1,N,0010,1","01250,1,C,9","010000,1,9,9","+0172,1","+0008,1","10244,1","06,1,+01250,1,06,1","06,99,1,06,1,99,9,01250,1,99,9,99,9"
2018-01-11T12:00:00,"360,1,N,0000,1","01250,1,C,9","010000,1,9,9","+0152,1","+0075,1","10256,1","08,1,+01250,1,06,1","08,99,1,08,1,99,9,01250,1,99,9,99,9"
2018-01-11T15:00:00,"360,1,N,0000,1","01250,1,C,9","010000,1,9,9","+0145,1","+0084,1","10278,1","08,1,+01250,1,06,1","08,99,1,08,1,99,9,01250,1,99,9,99,9"
2018-01-11T18:00:00,"360,1,N,0000,1","01250,1,9,9","010000,1,9,9","+0145,1","+0060,1","10275,1","02,1,+00450,1,08,1","08,99,1,02,1,99,9,00450,1,99,9,99,9"
2018-01-11T21:00:00,"360,1,N,0000,1","01250,1,9,9","010000,1,9,9","+0140,1","+0062,1","10270,1","02,1,+00450,1,08,1","08,99,1,02,1,99,9,00450,1,99,9,99,9"
2018-01-12T00:00:00,"360,1,N,0000,1","01250,1,C,9","010000,1,9,9","+0137,1","+0065,1","10277,1","08,1,+01250,1,06,1","08,99,1,08,1,99,9,01250,1,99,9,99,9"
2018-01-12T03:00:00,"050,1,N,0020,1","01250,1,9,9","010000,1,9,9","+0166,1","+0036,1","10288,1","02,1,+00450,1,08,1","07,99,1,02,1,99,9,00450,1,99,9,99,9"
2018-01-12T06:00:00,"050,1,N,0030,1","01250,1,9,9","010000,1,9,9","+0182,1","+0021,1","10254,1","02,1,+00450,1,08,1","08,99,1,02,1,99,9,00450,1,99,9,99,9"
2018-01-12T09:00:00,"999,9,C,9999,9","99999,9,9,N","010000,1,9,9","+0182,1","+0018,1","10231,1","01,1,+00450,1,08,1","07,99,1,01,1,99,9,00450,1,99,9,99,9"
2018-01-12T12:00:00,"999,9,C,9999,9","22000,1,9,N","010000,1,9,9","+0142,1","+0050,1","10239,1","02,1,+01250,1,06,1","02,99,1,02,1,99,9,01250,1,99,9,99,9"
2018-01-12T15:00:00,"320,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0138,1","+0072,1","10257,1","06,1,+01250,1,06,1","06,99,1,06,1,99,9,01250,1,99,9,99,9"
2018-01-12T18:00:00,"999,9,C,9999,9","22000,1,9,N","010000,1,9,9","+0133,1","+0091,1","10255,1","02,1,+01250,1,06,1","02,99,1,02,1,99,9,01250,1,99,9,99,9"
2018-01-12T21:00:00,"360,1,N,0000,1","01250,1,9,9","010000,1,9,9","+0136,1","+0099,1","10241,1","03,1,+00450,1,08,1","08,99,1,03,1,99,9,00450,1,99,9,99,9"
2018-01-13T00:00:00,"360,1,N,0000,1","01250,1,C,9","004000,1,9,9","+0132,1","+0098,1","10246,1","01,1,+00450,1,08,1","06,99,1,01,1,99,9,00450,1,99,9,99,9"
2018-01-13T03:00:00,"050,1,N,0010,1","01250,1,9,9","010000,1,9,9","+0162,1","+0079,1","10257,1","03,1,+00450,1,08,1","08,99,1,03,1,99,9,00450,1,99,9,99,9"
2018-01-13T06:00:00,"140,1,N,0010,1","01250,1,C,9","010000,1,9,9","+0177,1","+0065,1","10226,1","07,1,+01250,1,06,1","07,99,1,07,1,99,9,01250,1,99,9,99,9"
2018-01-13T09:00:00,"160,1,N,0010,1","01250,1,9,9","010000,1,9,9","+0172,1","+0069,1","10207,1","03,1,+00450,1,08,1","08,99,1,03,1,99,9,00450,1,99,9,99,9"
2018-01-13T12:00:00,"360,1,N,0000,1","01250,1,9,9","010000,1,9,9","+0157,1","+0098,1","10216,1","03,1,+00450,1,08,1","08,99,1,03,1,99,9,00450,1,99,9,99,9"
2018-01-13T15:00:00,"140,1,N,0010,1","01250,1,9,9","010000,1,9,9","+0156,1","+0107,1","10230,1","03,1,+00450,1,08,1","08,99,1,03,1,99,9,00450,1,99,9,99,9"
2018-01-13T18:00:00,"360,1,N,0000,1","01250,1,9,9","010000,1,9,9","+0151,1","+0113,1","10226,1","03,1,+00450,1,08,1","08,99,1,03,1,99,9,00450,1,99,9,99,9"
2018-01-13T21:00:00,"360,1,N,0000,1","01250,1,9,9","010000,1,9,9","+0152,1","+0112,1","10217,1","02,1,+00450,1,08,1","08,99,1,02,1,99,9,00450,1,99,9,99,9"
2018-01-14T00:00:00,"360,1,N,0000,1","01250,1,9,9","004000,1,9,9","+0146,1","+0124,1","10226,1","03,1,+00450,1,08,1","08,99,1,03,1,99,9,00450,1,99,9,99,9"
2018-01-14T03:00:00,"270,1,N,0020,1","01250,1,9,9","010000,1,9,9","+0157,1","+0110,1","10237,1","02,1,+00450,1,08,1","08,99,1,02,1,99,9,00450,1,99,9,99,9"
2018-01-14T06:00:00,"360,1,N,0010,1","01250,1,9,9","010000,1,9,9","+0177,1","+0108,1","10203,1","02,1,+00450,1,08,1","08,99,1,02,1,99,9,00450,1,99,9,99,9"
2018-01-14T09:00:00,"140,1,N,0020,1","01250,1,9,9","010000,1,9,9","+0175,1","+0110,1","10184,1","01,1,+00450,1,08,1","08,99,1,01,1,99,9,00450,1,99,9,99,9"
2018-01-14T12:00:00,"140,1,N,0010,1","01250,1,9,9","010000,1,9,9","+0165,1","+0125,1","10188,1","02,1,+00450,1,08,1","08,99,1,02,1,99,9,00450,1,99,9,99,9"
2018-01-14T15:00:00,"140,1,N,0010,1","01250,1,9,9","010000,1,9,9","+0160,1","+0132,1","10199,1","02,1,+00450,1,08,1","08,99,1,02,1,99,9,00450,1,99,9,99,9"
2018-01-14T18:00:00,"090,1,N,0010,1","01250,1,C,9","010000,1,9,9","+0157,1","+0133,1","10193,1","01,1,+00450,1,08,1","07,99,1,01,1,99,9,00450,1,99,9,99,9"
2018-01-14T21:00:00,"360,1,N,0000,1","01250,1,9,9","010000,1,9,9","+0157,1","+0133,1","10181,1","02,1,+00450,1,08,1","08,99,1,02,1,99,9,00450,1,99,9,99,9"
2018-01-15T00:00:00,"360,1,N,0000,1","01250,1,9,9","004000,1,9,9","+0160,1","+0139,1","10186,1","03,1,+00450,1,08,1","08,99,1,03,1,99,9,00450,1,99,9,99,9"
2018-01-15T03:00:00,"230,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0167,1","+0144,1","10196,1","06,1,+00450,1,08,1","08,99,1,06,1,99,9,00450,1,99,9,99,9"
2018-01-15T06:00:00,"160,1,N,0010,1","01250,1,C,9","010000,1,9,9","+0180,1","+0134,1","10164,1","06,1,+00450,1,08,1","08,99,1,06,1,99,9,00450,1,99,9,99,9"
2018-01-15T09:00:00,"110,1,N,0010,1","01250,1,9,9","010000,1,9,9","+0192,1","+0151,1","10137,1","02,1,+00450,1,08,1","08,99,1,02,1,99,9,00450,1,99,9,99,9"
2018-01-15T12:00:00,"090,1,N,0020,1","01250,1,C,9","010000,1,9,9","+0185,1","+0166,1","10138,1","08,1,+01250,1,06,1","08,99,1,08,1,99,9,01250,1,99,9,99,9"
2018-01-15T15:00:00,"090,1,N,0020,1","01250,1,9,9","010000,1,9,9","+0180,1","+0163,1","10148,1","02,1,+00450,1,08,1","08,99,1,02,1,99,9,00450,1,99,9,99,9"
2018-01-15T18:00:00,"090,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0176,1","+0162,1","10142,1","06,1,+00450,1,08,1","08,99,1,06,1,99,9,00450,1,99,9,99,9"
2018-01-15T21:00:00,"270,1,N,0020,1","01250,1,C,9","004000,1,9,9","+0175,1","+0161,1","10135,1","08,1,+01250,1,06,1","08,99,1,08,1,99,9,01250,1,99,9,99,9"
2018-01-16T00:00:00,"290,1,N,0010,1","02750,1,C,9","000500,1,9,9","+0160,1","+0153,1","10151,1","06,1,+00450,1,07,1","08,99,1,06,1,99,9,00450,1,99,9,99,9"
2018-01-16T03:00:00,"340,1,N,0010,1","02750,1,C,9","004000,1,9,9","+0165,1","+0154,1","10172,1","06,1,+00450,1,07,1","08,99,1,06,1,99,9,00450,1,99,9,99,9"
2018-01-16T06:00:00,"360,1,N,0010,1","02750,1,C,9","004000,1,9,9","+0177,1","+0159,1","10148,1","06,1,+00450,1,08,1","08,99,1,06,1,99,9,00450,1,99,9,99,9"
2018-01-16T09:00:00,"360,1,N,0020,1","01250,1,9,9","004000,1,9,9","+0190,1","+0165,1","10131,1","04,1,+00450,1,08,1","08,99,1,04,1,99,9,00450,1,99,9,99,9"
2018-01-16T12:00:00,"110,1,N,0020,1","01250,1,9,9","004000,1,9,9","+0186,1","+0167,1","10144,1","04,1,+00450,1,08,1","08,99,1,04,1,99,9,00450,1,99,9,99,9"
2018-01-16T15:00:00,"360,1,N,0000,1","02750,1,C,9","004000,1,9,9","+0180,1","+0171,1","10158,1","06,1,+00450,1,07,1","08,99,1,06,1,99,9,00450,1,99,9,99,9"
2018-01-16T18:00:00,"360,1,N,0000,1","01250,1,9,9","004000,1,9,9","+0177,1","+0168,1","10151,1","04,1,+00450,1,08,1","08,99,1,04,1,99,9,00450,1,99,9,99,9"
2018-01-16T21:00:00,"320,1,N,0020,1","01250,1,9,9","004000,1,9,9","+0175,1","+0166,1","10139,1","02,1,+00450,1,08,1","08,99,1,02,1,99,9,00450,1,99,9,99,9"
2018-01-17T00:00:00,"360,1,N,0000,1","01250,1,9,9","001000,1,9,9","+0180,1","+0170,1","10151,1","02,1,+00450,1,08,1","08,99,1,02,1,99,9,00450,1,99,9,99,9"
2018-01-17T03:00:00,"360,1,N,0000,1","01250,1,9,9","004000,1,9,9","+0192,1","+0177,1","10171,1","02,1,+00450,1,08,1","08,99,1,02,1,99,9,00450,1,99,9,99,9"
2018-01-17T06:00:00,"110,1,N,0020,1","01250,1,9,9","004000,1,9,9","+0220,1","+0153,1","10142,1","03,1,+00450,1,08,1","08,99,1,03,1,99,9,00450,1,99,9,99,9"
2018-01-17T09:00:00,"090,1,N,0020,1","01250,1,9,9","004000,1,9,9","+0221,1","+0146,1","10118,1","02,1,+00450,1,08,1","08,99,1,02,1,99,9,00450,1,99,9,99,9"
2018-01-17T12:00:00,"140,1,N,0020,1","01250,1,C,9","010000,1,9,9","+0202,1","+0172,1","10126,1","05,1,+00450,1,08,1","08,99,1,05,1,99,9,00450,1,99,9,99,9"
2018-01-17T15:00:00,"140,1,N,0020,1","01250,1,9,9","010000,1,9,9","+0192,1","+0160,1","10144,1","03,1,+00450,1,08,1","08,99,1,03,1,99,9,00450,1,99,9,99,9"
2018-01-17T18:00:00,"090,1,N,0020,1","99999,9,9,N","010000,1,9,9","+0186,1","+0166,1","10141,1","05,1,+00450,1,08,1","08,99,1,05,1,99,9,00450,1,99,9,99,9"
2018-01-17T21:00:00,"090,1,N,0010,1","01250,1,C,9","010000,1,9,9","+0186,1","+0169,1","10130,1","08,1,+01250,1,06,1","08,99,1,08,1,99,9,01250,1,99,9,99,9"
