,v_2m,d_2m,v_10m,d_10m,v_50m,d_50m,v_850,d_850,v_500,d_500,v_250,d_250
2018-07-20 13:00:00,2.756394976679759,114.21362203300257,3.931181712009895,114.17775873713487,4.768497337822677,115.41293692396535,3.0653137935588193,152.81997527300376,3.466256243026525,230.54373174428028,4.432681709982118,251.812140361551
2018-07-20 14:00:00,2.6600779267100445,115.41356847306054,3.8188249326004,115.37077861285088,4.689109967299744,116.39673902468608,2.748868104257003,154.3586966043811,2.7133630852911317,262.88250198563276,5.062513964569623,251.7498992233259
2018-07-20 15:00:00,2.5209415688141283,118.54515031793123,3.662095559633855,118.50836817229603,4.605589916776355,119.24772917385809,2.6645509033729082,165.26213039196355,2.551820640040773,287.71819729690776,5.543792628967215,263.0826153730633
2018-07-20 16:00:00,2.320856057622092,120.06929416655427,3.4172383917625413,120.04986204560956,4.510633083330073,120.5497778104384,2.855505204666031,175.3009685414217,2.911593251452375,304.8079261348066,5.923486432716436,276.9635277247071
2018-07-20 17:00:00,2.1175175863472706,120.22314863373188,3.185948897354407,120.19504271844559,4.69981721910611,120.55569399295857,3.1684445751041976,177.9950607081707,3.2879610546250526,315.4054376271273,5.993813364630743,290.2938445924324
2018-07-20 18:00:00,1.9667103388161282,121.94095986453024,3.0667532738831222,121.86803908651513,5.340951574273188,121.99835644520334,3.446854676439616,177.5659059628126,3.3458535567591556,323.76466080779005,5.568102551539626,302.35158290624275
2018-07-20 19:00:00,2.1471610557037515,126.77645138167325,3.338020334827486,126.69397396438276,5.745580028454062,127.13566095398649,3.8148995851684258,177.81567213190743,3.061448194603182,336.109706334611,4.6964577242456516,314.8761821479001
2018-07-20 20:00:00,1.960070613421366,132.53432813293915,3.0708862340257803,132.44534037794483,5.447979228245878,132.7016973042837,4.24817873548347,179.18626573074346,2.7055811514885066,359.30341784695275,3.796729113183844,329.46373827732117
2018-07-20 21:00:00,1.5874957934368705,141.00787808283383,2.558015384294887,140.9123236662553,5.020203236328286,141.34218092369025,4.879814955808376,189.0443501553147,2.8502936994891965,36.148823009990714,3.204956563339174,351.69808411558375
2018-07-20 22:00:00,1.2755289851612006,139.71189394787638,2.147053302081194,139.66423535231024,4.618059890539429,140.30384157273676,5.1735846745005105,203.29843547501596,3.205684421918196,69.43093480922438,2.805019689064307,17.916669269554106
2018-07-20 23:00:00,1.3072063978248614,118.15358923899271,2.194423601184876,118.5368158625931,4.564330426937669,120.21447523785406,4.3797136877419565,215.74013944623255,2.9937901182942213,101.74669717576805,2.150314973857237,44.21104107344153
2018-07-21 00:00:00,1.5279287368020342,100.93473544331242,2.4951158775212945,101.2321684708592,4.862579681024475,102.82547376901162,3.6267574973250047,227.42408203725932,2.951882975155844,139.51506453533426,1.8520002402824982,71.68312830548972
2018-07-21 01:00:00,1.5943634858823963,96.31343028116626,2.5891602090557684,96.5776743932125,5.012110935933885,98.05014684783092,3.2417631439021157,232.7151306773971,3.4380682821568174,166.31750271077595,1.7737913988265794,89.28814914016931
2018-07-21 02:00:00,1.4511703146160886,98.42869301956681,2.4083560701030238,98.86449097280742,4.853707338837834,100.53992822836634,2.872314547731082,231.4511662908603,3.7671178970766794,178.45749028502433,1.644315323208739,103.85785658682984
2018-07-21 03:00:00,1.2708983557462021,105.74017749763044,2.1804054005526083,106.427625826806,4.60249150873062,108.3066674149312,2.292255425640978,220.9009893470008,3.6151506663781063,180.71446620619292,1.3590186505403963,108.39361410469311
2018-07-21 04:00:00,1.105274703478314,111.89413983987815,1.970566442237716,112.6019726001436,4.295481262229862,114.43127867150582,1.4145092254588716,185.8457310371507,2.7261001931263533,163.68592081914647,0.7254034733850013,107.50611607658172
2018-07-21 05:00:00,0.9010667272103751,109.94164416001277,1.7048451119929893,111.17460261519004,3.6820303570517448,113.52647694722529,1.481365684616766,109.88106781831567,2.9265761650238664,118.51675270809503,0.08963189048440065,3.055345968053416
2018-07-21 06:00:00,1.02973044129944,98.11022063124452,1.6442088180560903,98.97099044087692,2.919628658455164,103.5511658807419,2.98153789747495,75.87627847253229,4.732761643438411,95.62590187139863,0.9222221010583689,326.96341994651937
2018-07-21 07:00:00,1.3635896685846882,80.3535224591622,1.9444272620523633,80.19609136777801,2.3117072376337076,83.41990933915194,4.780186868387478,64.20887004551484,6.661576866219431,86.82057448443018,2.0239865836382065,335.74209951078706
2018-07-21 08:00:00,1.372032119675254,63.727480140948394,1.8823837011566034,63.30063404284949,2.1276613163666713,65.33437716314853,6.441883213096773,58.07218105858499,8.160465792192413,81.25792841071399,2.977619173344957,342.8326329594163
2018-07-21 09:00:00,1.7113050766477527,43.650414059586765,2.3536619428412484,43.156687486074965,2.766523538891316,43.40199327291265,7.698025745541037,53.61463737118513,9.25349229297242,75.03484339027524,3.72427664009191,347.49455554891057
2018-07-21 10:00:00,2.2527799182703157,29.519875484065878,3.140189813907957,29.14717434769257,3.783618289724455,29.521434276979782,8.498751876604503,46.31992969659441,10.096381402681029,70.37265743540743,4.364708846402624,351.87250521007877
2018-07-21 11:00:00,2.626581074672425,21.052782704847772,3.6940989775209054,20.814573497336312,4.5223781379271735,21.111796018394642,8.959017949925743,39.26743589096674,10.621034288031273,68.30576518116027,5.0555111664332255,355.21943736471906
2018-07-21 12:00:00,2.744401805674268,17.721404277208507,3.8982102293741367,17.550185602684195,4.8056367192807175,17.852082058889195,9.299921287778117,34.58495996130888,11.067092730516041,66.46484123815833,5.844527220976065,356.50980932342884
2018-07-21 13:00:00,2.6025173254045244,16.604214993991846,3.7194831193181375,16.481772888832836,4.620642547313649,16.78228116945496,9.614984774791798,32.69977229243935,11.588640064513696,64.30577781185217,6.5743415625958255,354.9075668752783
2018-07-21 14:00:00,2.338560725519254,14.82237952032591,3.3757244402324216,14.761136230580078,4.344707166732722,15.454690649020193,9.836607012176607,32.333530751396324,12.280870952939617,62.963334336048476,7.161045347893541,349.33876330354485
2018-07-21 15:00:00,2.0765165585711207,15.462040618179216,3.047593292532283,15.519876037050693,4.09375830151601,16.612536594667944,9.975574781349794,31.686092144711708,13.637431910040284,64.51430695434635,7.773774000196613,339.8179233488404
