Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Hanoi,PM2.5 - Principal,2018-02-22 08:00 AM,2018,02,22,08,56.2,151,Unhealthy,57.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-22 09:00 AM,2018,02,22,09,57.5,152,Unhealthy,58.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-22 10:00 AM,2018,02,22,10,56.9,152,Unhealthy,56.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-22 11:00 AM,2018,02,22,11,59.9,153,Unhealthy,62.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-22 12:00 PM,2018,02,22,12,60.0,153,Unhealthy,60.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-22 01:00 PM,2018,02,22,13,46.7,129,Unhealthy for Sensitive Groups,33.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-22 02:00 PM,2018,02,22,14,31.2,91,Moderate,15.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-22 03:00 PM,2018,02,22,15,22.1,72,Moderate,12.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-22 04:00 PM,2018,02,22,16,16.6,60,Moderate,11.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-22 05:00 PM,2018,02,22,17,17.2,62,Moderate,17.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-22 06:00 PM,2018,02,22,18,14.2,55,Moderate,11.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-22 07:00 PM,2018,02,22,19,16.0,59,Moderate,17.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-22 08:00 PM,2018,02,22,20,15.9,59,Moderate,15.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-22 09:00 PM,2018,02,22,21,15.0,57,Moderate,14.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-22 10:00 PM,2018,02,22,22,15.5,58,Moderate,16.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-22 11:00 PM,2018,02,22,23,16.7,61,Moderate,18.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-23 12:00 AM,2018,02,23,00,17.3,62,Moderate,18.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-23 01:00 AM,2018,02,23,01,17.3,62,Moderate,17.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-23 02:00 AM,2018,02,23,02,17.2,62,Moderate,17.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-23 03:00 AM,2018,02,23,03,17.5,62,Moderate,17.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-23 04:00 AM,2018,02,23,04,16.9,61,Moderate,16.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-23 05:00 AM,2018,02,23,05,16.5,60,Moderate,16.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-23 06:00 AM,2018,02,23,06,16.6,60,Moderate,16.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-23 07:00 AM,2018,02,23,07,16.8,61,Moderate,17.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-23 08:00 AM,2018,02,23,08,16.5,60,Moderate,15.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-23 09:00 AM,2018,02,23,09,17.7,63,Moderate,21.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-23 10:00 AM,2018,02,23,10,20.2,68,Moderate,24.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-23 11:00 AM,2018,02,23,11,19.8,67,Moderate,19.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-23 12:00 PM,2018,02,23,12,19.5,67,Moderate,19.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-23 01:00 PM,2018,02,23,13,22.3,72,Moderate,26.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-23 02:00 PM,2018,02,23,14,25.6,79,Moderate,28.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-23 03:00 PM,2018,02,23,15,25.7,80,Moderate,25.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-23 04:00 PM,2018,02,23,16,24.0,76,Moderate,22.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-23 05:00 PM,2018,02,23,17,24.5,77,Moderate,25.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-23 06:00 PM,2018,02,23,18,26.7,82,Moderate,29.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-23 07:00 PM,2018,02,23,19,35.0,99,Moderate,43.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-23 08:00 PM,2018,02,23,20,44.1,122,Unhealthy for Sensitive Groups,53.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-23 09:00 PM,2018,02,23,21,54.5,148,Unhealthy for Sensitive Groups,64.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-23 10:00 PM,2018,02,23,22,58.7,153,Unhealthy,62.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-23 11:00 PM,2018,02,23,23,59.9,153,Unhealthy,61.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-24 12:00 AM,2018,02,24,00,62.5,155,Unhealthy,65.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-24 01:00 AM,2018,02,24,01,68.2,158,Unhealthy,74.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-24 02:00 AM,2018,02,24,02,72.1,160,Unhealthy,75.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-24 03:00 AM,2018,02,24,03,71.4,159,Unhealthy,70.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-24 04:00 AM,2018,02,24,04,64.6,156,Unhealthy,57.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-24 05:00 AM,2018,02,24,05,57.8,152,Unhealthy,51.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-24 06:00 AM,2018,02,24,06,56.1,151,Unhealthy,52.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-24 07:00 AM,2018,02,24,07,60.4,154,Unhealthy,65.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-24 08:00 AM,2018,02,24,08,66.1,156,Unhealthy,77.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-24 09:00 AM,2018,02,24,09,77.9,163,Unhealthy,91.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-24 10:00 AM,2018,02,24,10,85.1,166,Unhealthy,93.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-24 11:00 AM,2018,02,24,11,97.4,173,Unhealthy,108.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-24 12:00 PM,2018,02,24,12,110.6,179,Unhealthy,123.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-24 01:00 PM,2018,02,24,13,113.8,181,Unhealthy,116.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-24 02:00 PM,2018,02,24,14,114.8,182,Unhealthy,115.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-24 03:00 PM,2018,02,24,15,109.9,179,Unhealthy,105.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-24 04:00 PM,2018,02,24,16,107.5,178,Unhealthy,105.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-24 05:00 PM,2018,02,24,17,109.8,179,Unhealthy,112.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-24 06:00 PM,2018,02,24,18,116.1,182,Unhealthy,123.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-24 07:00 PM,2018,02,24,19,119.8,184,Unhealthy,127.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-24 08:00 PM,2018,02,24,20,124.9,187,Unhealthy,137.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-24 09:00 PM,2018,02,24,21,130.6,190,Unhealthy,141.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-24 10:00 PM,2018,02,24,22,134.6,192,Unhealthy,147.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-24 11:00 PM,2018,02,24,23,137.8,193,Unhealthy,144.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-25 12:00 AM,2018,02,25,00,139.0,194,Unhealthy,141.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-25 01:00 AM,2018,02,25,01,137.6,193,Unhealthy,133.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-25 02:00 AM,2018,02,25,02,135.4,192,Unhealthy,129.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-25 03:00 AM,2018,02,25,03,131.4,190,Unhealthy,121.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-25 04:00 AM,2018,02,25,04,131.8,190,Unhealthy,130.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-25 05:00 AM,2018,02,25,05,120.2,184,Unhealthy,99.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-25 06:00 AM,2018,02,25,06,114.4,181,Unhealthy,102.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-25 07:00 AM,2018,02,25,07,110.0,179,Unhealthy,101.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-25 08:00 AM,2018,02,25,08,109.9,179,Unhealthy,110.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-25 09:00 AM,2018,02,25,09,112.1,180,Unhealthy,116.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-25 10:00 AM,2018,02,25,10,107.8,178,Unhealthy,98.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-25 11:00 AM,2018,02,25,11,100.1,174,Unhealthy,88.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-25 12:00 PM,2018,02,25,12,93.1,170,Unhealthy,82.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-25 01:00 PM,2018,02,25,13,73.8,160,Unhealthy,57.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-25 02:00 PM,2018,02,25,14,62.8,155,Unhealthy,51.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-25 03:00 PM,2018,02,25,15,50.7,138,Unhealthy for Sensitive Groups,38.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-25 04:00 PM,2018,02,25,16,34.3,98,Moderate,18.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-25 05:00 PM,2018,02,25,17,26.7,82,Moderate,19.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-25 06:00 PM,2018,02,25,18,25.3,79,Moderate,24.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-25 07:00 PM,2018,02,25,19,25.6,79,Moderate,26.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-25 08:00 PM,2018,02,25,20,26.8,82,Moderate,28.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-25 09:00 PM,2018,02,25,21,30.4,89,Moderate,34.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-25 10:00 PM,2018,02,25,22,35.7,101,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-25 11:00 PM,2018,02,25,23,38.4,108,Unhealthy for Sensitive Groups,41.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-26 12:00 AM,2018,02,26,00,43.3,120,Unhealthy for Sensitive Groups,48.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-26 01:00 AM,2018,02,26,01,52.0,142,Unhealthy for Sensitive Groups,60.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-26 02:00 AM,2018,02,26,02,52.5,143,Unhealthy for Sensitive Groups,52.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-26 03:00 AM,2018,02,26,03,52.2,142,Unhealthy for Sensitive Groups,51.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-26 04:00 AM,2018,02,26,04,50.5,138,Unhealthy for Sensitive Groups,48.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-26 05:00 AM,2018,02,26,05,47.8,131,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-26 06:00 AM,2018,02,26,06,49.0,134,Unhealthy for Sensitive Groups,50.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-26 07:00 AM,2018,02,26,07,52.5,143,Unhealthy for Sensitive Groups,56.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-26 08:00 AM,2018,02,26,08,54.2,147,Unhealthy for Sensitive Groups,56.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-26 09:00 AM,2018,02,26,09,54.2,147,Unhealthy for Sensitive Groups,56.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-26 10:00 AM,2018,02,26,10,56.2,151,Unhealthy,60.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-26 11:00 AM,2018,02,26,11,58.1,152,Unhealthy,63.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-26 12:00 PM,2018,02,26,12,55.7,151,Unhealthy,49.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-26 01:00 PM,2018,02,26,13,51.5,140,Unhealthy for Sensitive Groups,42.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-26 02:00 PM,2018,02,26,14,56.8,152,Unhealthy,67.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-26 03:00 PM,2018,02,26,15,61.0,154,Unhealthy,68.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-26 04:00 PM,2018,02,26,16,65.2,156,Unhealthy,71.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-26 05:00 PM,2018,02,26,17,68.0,157,Unhealthy,71.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-26 06:00 PM,2018,02,26,18,68.6,158,Unhealthy,69.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-26 07:00 PM,2018,02,26,19,76.3,162,Unhealthy,83.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-26 08:00 PM,2018,02,26,20,75.8,161,Unhealthy,75.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-26 09:00 PM,2018,02,26,21,78.0,163,Unhealthy,80.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-26 10:00 PM,2018,02,26,22,69.6,158,Unhealthy,60.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-26 11:00 PM,2018,02,26,23,65.0,156,Unhealthy,60.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-27 12:00 AM,2018,02,27,00,65.9,156,Unhealthy,66.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-27 01:00 AM,2018,02,27,01,64.7,156,Unhealthy,58.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-27 02:00 AM,2018,02,27,02,64.1,155,Unhealthy,62.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-27 03:00 AM,2018,02,27,03,61.0,154,Unhealthy,55.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-27 04:00 AM,2018,02,27,04,54.6,148,Unhealthy for Sensitive Groups,47.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-27 05:00 AM,2018,02,27,05,49.2,135,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-27 06:00 AM,2018,02,27,06,47.2,130,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-27 07:00 AM,2018,02,27,07,46.9,129,Unhealthy for Sensitive Groups,46.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-27 08:00 AM,2018,02,27,08,49.0,134,Unhealthy for Sensitive Groups,51.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-27 09:00 AM,2018,02,27,09,56.0,151,Unhealthy,68.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-27 10:00 AM,2018,02,27,10,67.5,157,Unhealthy,79.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-27 11:00 AM,2018,02,27,11,85.7,167,Unhealthy,102.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-27 12:00 PM,2018,02,27,12,96.0,172,Unhealthy,106.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-27 01:00 PM,2018,02,27,13,90.9,169,Unhealthy,85.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-27 02:00 PM,2018,02,27,14,86.6,167,Unhealthy,82.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-27 03:00 PM,2018,02,27,15,74.1,161,Unhealthy,61.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-27 04:00 PM,2018,02,27,16,63.6,155,Unhealthy,53.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-27 05:00 PM,2018,02,27,17,59.8,153,Unhealthy,55.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-27 06:00 PM,2018,02,27,18,57.2,152,Unhealthy,54.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-27 07:00 PM,2018,02,27,19,51.5,140,Unhealthy for Sensitive Groups,45.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-27 08:00 PM,2018,02,27,20,45.2,125,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-27 09:00 PM,2018,02,27,21,42.2,117,Unhealthy for Sensitive Groups,39.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-27 10:00 PM,2018,02,27,22,43.5,121,Unhealthy for Sensitive Groups,44.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-27 11:00 PM,2018,02,27,23,43.7,121,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-28 12:00 AM,2018,02,28,00,43.8,121,Unhealthy for Sensitive Groups,43.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-28 01:00 AM,2018,02,28,01,43.0,119,Unhealthy for Sensitive Groups,42.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-28 02:00 AM,2018,02,28,02,44.9,124,Unhealthy for Sensitive Groups,47.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-28 03:00 AM,2018,02,28,03,39.9,112,Unhealthy for Sensitive Groups,32.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-28 04:00 AM,2018,02,28,04,34.4,98,Moderate,29.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-28 05:00 AM,2018,02,28,05,34.8,99,Moderate,35.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-28 06:00 AM,2018,02,28,06,36.9,104,Unhealthy for Sensitive Groups,39.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-28 07:00 AM,2018,02,28,07,40.1,112,Unhealthy for Sensitive Groups,45.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-28 08:00 AM,2018,02,28,08,45.5,126,Unhealthy for Sensitive Groups,51.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-28 09:00 AM,2018,02,28,09,47.2,130,Unhealthy for Sensitive Groups,49.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-28 10:00 AM,2018,02,28,10,54.6,148,Unhealthy for Sensitive Groups,61.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-28 11:00 AM,2018,02,28,11,62.6,155,Unhealthy,70.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-28 12:00 PM,2018,02,28,12,76.4,162,Unhealthy,90.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-28 01:00 PM,2018,02,28,13,87.5,168,Unhealthy,98.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-28 02:00 PM,2018,02,28,14,87.1,167,Unhealthy,86.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-28 03:00 PM,2018,02,28,15,82.4,165,Unhealthy,77.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-28 04:00 PM,2018,02,28,16,75.4,161,Unhealthy,68.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-28 05:00 PM,2018,02,28,17,63.2,155,Unhealthy,51.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-28 06:00 PM,2018,02,28,18,58.9,153,Unhealthy,54.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-28 07:00 PM,2018,02,28,19,64.8,156,Unhealthy,70.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-28 08:00 PM,2018,02,28,20,64.6,156,Unhealthy,64.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-28 09:00 PM,2018,02,28,21,56.9,152,Unhealthy,49.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-28 10:00 PM,2018,02,28,22,43.0,119,Unhealthy for Sensitive Groups,29.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-02-28 11:00 PM,2018,02,28,23,38.1,107,Unhealthy for Sensitive Groups,33.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-03-01 12:00 AM,2018,03,01,00,38.4,108,Unhealthy for Sensitive Groups,38.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-03-01 01:00 AM,2018,03,01,01,34.4,98,Moderate,30.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-03-01 02:00 AM,2018,03,01,02,38.1,107,Unhealthy for Sensitive Groups,41.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-03-01 03:00 AM,2018,03,01,03,37.4,106,Unhealthy for Sensitive Groups,36.6,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-03-01 04:00 AM,2018,03,01,04,32.7,94,Moderate,28.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-03-01 05:00 AM,2018,03,01,05,33.4,96,Moderate,34.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-03-01 06:00 AM,2018,03,01,06,35.2,100,Moderate,37.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-03-01 07:00 AM,2018,03,01,07,37.6,106,Unhealthy for Sensitive Groups,39.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-03-01 08:00 AM,2018,03,01,08,38.1,107,Unhealthy for Sensitive Groups,39.3,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-03-01 09:00 AM,2018,03,01,09,43.4,120,Unhealthy for Sensitive Groups,50.2,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-03-01 10:00 AM,2018,03,01,10,50.1,137,Unhealthy for Sensitive Groups,56.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-03-01 11:00 AM,2018,03,01,11,54.6,148,Unhealthy for Sensitive Groups,59.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-03-01 12:00 PM,2018,03,01,12,57.0,152,Unhealthy,59.5,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-03-01 01:00 PM,2018,03,01,13,51.5,140,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-03-01 02:00 PM,2018,03,01,14,49.7,136,Unhealthy for Sensitive Groups,47.9,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-03-01 03:00 PM,2018,03,01,15,48.4,133,Unhealthy for Sensitive Groups,47.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-03-01 04:00 PM,2018,03,01,16,49.1,134,Unhealthy for Sensitive Groups,49.4,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-03-01 05:00 PM,2018,03,01,17,42.4,118,Unhealthy for Sensitive Groups,33.7,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-03-01 06:00 PM,2018,03,01,18,33.7,96,Moderate,26.1,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-03-01 07:00 PM,2018,03,01,19,32.3,93,Moderate,31.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-03-01 08:00 PM,2018,03,01,20,31.6,92,Moderate,30.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-03-01 09:00 PM,2018,03,01,21,28.8,86,Moderate,26.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-03-01 10:00 PM,2018,03,01,22,27.9,84,Moderate,27.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-03-01 11:00 PM,2018,03,01,23,28.4,85,Moderate,28.8,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2018-03-02 12:00 AM,2018,03,02,00,27.3,83,Moderate,26.0,UG/M3,1 Hr,Valid
